region_en,TL,TR,Location,deaths,sCh,cCh,rainfall_avg,temp_avg,humidity_avg
Adamawa,2010-01-04,2010-01-10,8,0.0,0.0,0.0,0.0,21.87857142857143,37.47285714285714
Adamawa,2010-01-11,2010-01-17,8,0.0,0.0,0.0,0.11285714285714286,22.688571428571432,36.92
Adamawa,2010-01-18,2010-01-24,8,0.0,0.0,0.0,0.0,20.979999999999997,43.64285714285713
Adamawa,2010-01-25,2010-01-31,8,0.0,0.0,0.0,0.0,24.327142857142857,42.620000000000005
Adamawa,2010-02-01,2010-02-07,8,0.0,0.0,0.0,0.0,22.90285714285714,37.644285714285715
Adamawa,2010-02-08,2010-02-14,8,0.0,0.0,0.0,0.0,24.145714285714288,36.82714285714286
Adamawa,2010-02-15,2010-02-21,8,0.0,0.0,0.0,0.02142857142857143,25.594285714285718,47.16285714285715
Adamawa,2010-02-22,2010-02-28,8,0.0,0.0,0.0,0.13714285714285715,26.017142857142858,52.19857142857143
Adamawa,2010-03-01,2010-03-07,8,0.0,0.0,0.0,0.047142857142857146,25.92142857142857,34.191428571428574
Adamawa,2010-03-08,2010-03-14,8,0.0,0.0,0.0,1.997142857142857,26.31571428571429,58.08428571428572
Adamawa,2010-03-15,2010-03-21,8,0.0,0.0,0.0,2.0214285714285714,24.954285714285714,59.222857142857144
Adamawa,2010-03-22,2010-03-28,8,0.0,0.0,0.0,0.5642857142857143,23.954285714285714,37.23142857142857
Adamawa,2010-03-29,2010-04-04,8,0.0,0.0,0.0,0.39428571428571424,26.4,44.00857142857143
Adamawa,2010-04-05,2010-04-11,8,0.0,0.0,0.0,2.757142857142857,25.724285714285713,63.49857142857143
Adamawa,2010-04-12,2010-04-18,8,0.0,0.0,0.0,8.767142857142856,25.770000000000003,67.78285714285714
Adamawa,2010-04-19,2010-04-25,8,0.0,0.0,0.0,3.807142857142857,24.467142857142857,77.94714285714285
Adamawa,2010-04-26,2010-05-02,8,0.0,0.0,0.0,6.225714285714285,23.774285714285714,79.6842857142857
Adamawa,2010-05-03,2010-05-09,8,0.0,0.0,0.0,4.814285714285714,24.085714285714285,77.93142857142857
Adamawa,2010-05-06,2010-12-31,1,0.0,1.0,0.0,5.4405833333333335,21.958583333333333,78.03641666666667
Adamawa,2010-05-10,2010-05-16,8,0.0,0.0,0.0,4.942857142857143,24.672857142857143,76.35428571428572
Adamawa,2010-05-17,2010-05-23,8,0.0,0.0,0.0,5.1899999999999995,24.064285714285713,78.53285714285714
Adamawa,2010-05-24,2010-05-30,8,0.0,0.0,0.0,2.8185714285714285,24.567142857142862,75.32571428571428
Adamawa,2010-05-31,2010-06-06,8,0.0,0.0,0.0,7.071428571428571,22.844285714285714,83.22
Adamawa,2010-06-07,2010-06-13,8,0.0,0.0,0.0,3.31,23.282857142857143,76.06142857142858
Adamawa,2010-06-14,2010-06-20,8,0.0,0.0,0.0,5.895714285714286,23.48857142857143,77.33571428571429
Adamawa,2010-06-21,2010-06-27,8,0.0,0.0,0.0,10.837142857142856,22.90857142857143,82.21571428571428
Adamawa,2010-06-28,2010-07-04,8,0.0,0.0,0.0,6.098571428571428,22.587142857142858,80.23
Adamawa,2010-07-05,2010-07-11,8,0.0,0.0,0.0,6.955714285714286,21.594285714285714,85.72857142857141
Adamawa,2010-07-12,2010-07-18,8,0.0,0.0,0.0,10.267142857142856,21.502857142857145,86.43571428571428
Adamawa,2010-07-19,2010-07-25,8,0.0,0.0,0.0,9.111428571428572,20.367142857142856,88.34571428571428
Adamawa,2010-07-26,2010-08-01,8,0.0,0.0,0.0,2.1014285714285714,21.104285714285712,86.72142857142858
Adamawa,2010-08-02,2010-08-08,8,0.0,0.0,0.0,5.325714285714286,21.85857142857143,84.82428571428571
Adamawa,2010-08-09,2010-08-15,8,0.0,0.0,0.0,10.39,20.745714285714286,86.80999999999999
Adamawa,2010-08-16,2010-08-22,8,0.0,0.0,0.0,19.52714285714286,21.384285714285713,85.78857142857143
Adamawa,2010-08-23,2010-08-29,8,0.0,0.0,0.0,22.240000000000002,21.021428571428576,89.07428571428571
Adamawa,2010-08-30,2010-09-05,8,0.0,0.0,0.0,5.49,21.414285714285715,87.86285714285714
Adamawa,2010-09-06,2010-09-12,8,0.0,0.0,0.0,3.9385714285714286,21.147142857142857,86.72857142857143
Adamawa,2010-09-13,2010-09-19,8,0.0,0.0,0.0,4.797142857142857,21.631428571428568,83.80428571428571
Adamawa,2010-09-20,2010-09-26,8,0.0,0.0,0.0,6.161428571428571,21.005714285714284,87.86857142857143
Adamawa,2010-09-27,2010-10-03,8,0.0,1.0,0.0,6.734285714285714,21.958571428571428,85.09142857142857
Adamawa,2010-10-04,2010-10-10,8,0.0,0.0,0.0,5.390000000000001,21.795714285714286,82.8157142857143
Adamawa,2010-10-11,2010-10-17,8,0.0,0.0,0.0,4.511428571428572,21.974285714285717,84.60000000000001
Adamawa,2010-10-18,2010-10-24,8,0.0,0.0,0.0,6.395714285714284,21.74571428571429,84.81142857142856
Adamawa,2010-10-25,2010-10-31,8,0.0,0.0,0.0,4.561428571428572,21.788571428571426,83.29857142857144
Adamawa,2010-11-01,2010-11-07,8,0.0,0.0,0.0,2.5242857142857145,22.16571428571429,80.98285714285714
Adamawa,2010-11-08,2010-11-14,8,0.0,0.0,0.0,0.8142857142857143,21.978571428571428,71.04857142857142
